ID,ImageUrl,Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Hentai,Horror,Mahou Shoujo,Mecha,Music,Mystery,Psychological,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Thriller,SeriesGroup
155399,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx155399-q78rIZMxNqm0.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_2759
20727,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20727-jgVnxLCHAKqZ.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,series_20727
21640,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21640-JN2902wooMoC.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,series_20727
97886,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx97886-iArtYIxZzGcR.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,series_20727
101695,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/101695-c9NCxR86yje7.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,series_20727
120377,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120377-ayZPoxiWt4Li.jpg,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,series_120377
20602,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20602-f6CfipBF44kV.png,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_20602
21053,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21053-kUZcHN0oZrkq.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_20602
21077,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21077-5szwKUejLNea.png,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_20602
836,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx836-ZYPEtTbVOJXz.png,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_835
835,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx835-zwS3iHfCpo95.png,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_835
4454,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/4454.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,series_3572
3572,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx3572-qYJhokKdsnZR.png,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,series_3572
4939,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/4939.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_3572
5165,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/5165.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_3572
5310,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx5310-XvFJTkCobkvk.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,series_3572
7222,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7222-O7mOS8vlnIO4.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,series_3572
10361,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/10361.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,series_3572
15177,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/15177.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,series_3572
20680,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20680-IVFFnv8oXahy.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,series_3572
97952,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx97952-9vHdgqnU4nl1.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_3572
101126,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx101126-EkTBTjUhjsfH.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,series_3572
118126,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx118126-kcHtcMuSH3P6.png,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,series_3572
129549,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx129549-sWCeTfeFW144.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,series_3572
3107,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/3107.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_3107
126759,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126759-iqWUp5HdoLeC.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_126759
21190,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21190-CcEb1nZfY729.jpg,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,series_21190
98951,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx98951-EeoDeSyF97ZS.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_98951
100518,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/100518-VNbT8gflg57H.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_98951
7985,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7985.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_3496
3496,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/3496.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_3496
6939,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6939.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,series_3496
19305,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19305.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_19305
21065,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21065-Ix0t1eGCKIdK.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_19305
5080,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/5080.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_5080
7549,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7549.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_5080
154999,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx154999-1a4FuRBWSQOv.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,series_154999
64,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx64-JsxXAcf3ZKo1.png,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,series_64
65,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx65-SnVu0Txb00nV.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,series_64
1719,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1719-LW9r1cNbeMJR.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_64
18041,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18041-GLl6gGymRszJ.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_64
105310,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx105310-2PKUvoaA6fTn.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,series_105310
111730,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx111730-AzXzW9fMUlco.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,series_105310
114236,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx114236-wfQOWF0Ii3h2.png,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,series_105310
128390,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx128390-mAZM9djmgPEi.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_105310
149118,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx149118-AOQb0xuTssGl.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,series_105310
179062,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx179062-pbzYE1miZq61.png,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,series_105310
6987,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6987.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_6987
8577,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8577.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_6987
11763,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx11763-ONGmRd3P4Djv.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_11763
124153,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx124153-uEBI764OSavB.png,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_124153
136381,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx136381-t6c5rfKjnqqd.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,series_124153
18469,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/18469.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_18469
2130,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/2130.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,series_2130
4082,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/4082.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,series_2130
9159,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9159.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,series_2130
97966,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/97966-CXQAWexm5ppv.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,series_97966
128223,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx128223-TOQovu2MXr8k.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_128223
20556,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20556-QxjzqvyTLgRo.png,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,series_20556
98106,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx98106-k8k8IoFOIHEZ.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,series_20556
175124,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx175124-eDYbn0W5F4to.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,series_175124
197731,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx197731-6E0qjPFaNjC6.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_197731
148820,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx148820-XoZvLOfAHg8h.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,series_148820
4975,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx4975-89ESCZZNG4yZ.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,series_4975
9253,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx9253-tIUXF2gfU8Sg.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,series_4975
10863,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx10863-V6oW2kN8bBYf.png,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,series_4975
13599,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx13599-jpZpumSDPJM0.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_4975
11577,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx11577-rhqsxLOAge4f.png,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,series_4975
20907,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20907-Pl4YwH8RopKT.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_4975
21624,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21624-szbmwyC3sJos.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,series_4975
21126,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21126-l7MgeoysYBdE.png,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,series_4975
98576,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx98576-DEb7XbyaP5qh.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,series_4975
21127,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21127-7ARWZkDXKiiD.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,series_4975
104174,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx104174-aoNLSSN6bT4L.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_4975
603,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx603-sTv5PVWt8FGi.jpg,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
1929,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1929-W4HJGwZKl1aM.jpg,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
1930,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1930-HNXYwRGpu1aK.jpg,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
1931,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1931-niK4DwMSpRXl.jpg,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
1534,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1534-mbnVgJrquBQt.jpg,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
4124,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/4124.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
104436,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b104436-08ESfVlngQ4R.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
1932,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1932-gcO8umGwWn33.jpg,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,series_603
3051,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b3051-OWrA0ybwgNgV.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
3692,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx3692-hNjdstSK2qMF.jpg,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
4703,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx4703-1VToRbHzHTCy.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,series_603
10549,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx10549-vNRxRTUMgFac.jpg,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,series_603
5684,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx5684-jrSyAbr10ALo.jpg,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
5753,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx5753-Ml3W5o1JlDV1.png,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
6527,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6527-hBc86bVzJHaX.png,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
7645,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7645-edk6l2U5ms7z.png,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
8133,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx8133-XlBoDplQefLt.jpg,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
9288,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx9288-KBl1SCRhk7Xn.jpg,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
9893,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx9893-vqhj2M6aR3Bv.jpg,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,series_603
9979,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx9979-Rw7Q0Xl2p97M.jpg,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
10821,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx10821-0RO2tkriIgoh.png,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
11569,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx11569-EGNwkURDCFXx.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,series_603
12191,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx12191-nWmjNC2appDV.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
12221,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx12221-HsqYZlXHxd38.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
15307,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx15307-AAPnXXw5FZqB.png,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
16419,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx16419-rWEwkEDnKYQ0.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
16442,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx16442-lnTk6x4ovSuL.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
17357,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17357-psOCHOOkScfh.png,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
20549,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20549.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
20577,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20577-6MqRE2P5ZBuD.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
21121,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b21121-KDUScEYQAmFj.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
21001,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21001-49nYJTr7Wnsu.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
21137,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21137-Bv6GriiJk9ka.jpg,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,series_603
21323,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21323-CrUKk4Cg7d1V.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
21504,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21504-xEdWrwCKNWeH.jpg,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,series_603
21506,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21506-hcLdwWKY4uyt.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,series_603
98746,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx98746-FIqCqF5dlkNd.jpg,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
98785,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b98785-rY1DTCtVvmwT.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
98059,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx98059-n1fWRel1JlO7.jpg,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,series_603
98891,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx98891-XN5Gf8tLuBMY.png,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
117403,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx117403-v25LEZcOFmBM.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,series_603
100661,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx100661-XT2NWXKklV5T.png,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
105857,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx105857-02ruhcNiPGga.jpg,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,series_603
109737,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx109737-mtFA67AolBUL.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
112748,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx112748-UU9yEob7meZj.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
121026,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121026-IdeSxOsJ84HB.png,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
126905,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx126905-dWGjQMt2DUp0.png,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
131045,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx131045-ELfl5Op2XbJH.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
135864,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx135864-pdE2Ur3cb6gn.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
142080,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx142080-YQEmfiA8D0Fy.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
144687,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx144687-b2piUr5WSdYb.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
154678,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx154678-6gEnTuqLrNLF.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,series_603
157883,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx157883-ib9fXLLjUy5m.png,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
162720,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx162720-bVrHEs2nUlBo.jpg,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,series_603
169403,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx169403-5cgj0sZFRF1n.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
171030,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx171030-U7zjkqv8pQFq.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
162722,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx162722-w30E3QgBvG7H.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,series_603
183414,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx183414-YQT1XNrqnwGX.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,series_603
185073,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx185073-m4QzzXcEqmvb.png,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,series_603
198654,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx198654-BNcEXiCUdyKC.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,series_603
202957,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx202957-fxZGgJTvwXzP.jpg,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,series_603
