ID,ImageUrl,Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Hentai,Horror,Mahou Shoujo,Mecha,Music,Mystery,Psychological,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Thriller
20516,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20516.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1916,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1916.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7721,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7721.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7154,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7154.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12857,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx12857-1RQBIEeRVw3I.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100665,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx100665-rbfp9LH6Swe6.jpg,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98629,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx98629-YNcvPEHSTvBt.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6187,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/6187.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
19103,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/19103.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4310,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4310.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12017,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx12017-U8b3DtnDuiCY.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
208834,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx208834-ZlR3hGUp8JDW.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20751,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20751-O3XJ9u30y7Qj.png,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
3655,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx3655-ZoJpTjrNaYa5.jpg,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4496,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4496.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11067,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/11067.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140114,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx140114-acVLUqaOGMBo.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
102429,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx102429-Zh1cvz9Y5FW6.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
169931,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx169931-tPgDEKaHNkFr.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6205,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx6205-3waXg2FNaAFL.png,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20526,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20526-PmuD69J3rkDF.png,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
21517,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx21517-huYdImj17Sr3.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
131878,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx131878-rTmwgnanBPG4.jpg,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5393,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5393.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21819,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21819-a9yJnMPh1Rx0.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6227,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/6227.jpg,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116246,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx116246-5m5ISaTDcIG4.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6116,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/6116.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20742,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20742-2B84gO4uhuJy.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3466,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx3466-L3DQqyjomYR1.png,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13677,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/13677.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx8424-W5WfkJ55rPAx.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18429,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx18429-vJz2zjLRRve8.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13793,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/13793.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx411-row6MWWNQDzH.jpg,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
167247,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx167247-y9IkOHCRYWjo.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3538,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3538.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2357,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2357.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7669,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7669.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1863.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104243,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx104243-i2VvLTuJH5I3.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
10995,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/10995.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118743,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx118743-T2Zm7kA33pnj.jpg,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2164,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx2164-4tUI4MJCZQO3.png,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
133412,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx133412-C2WyI3mKHiO7.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2957,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2957.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196325,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx196325-7NQbCL7I36PE.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140950,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx140950-LsouvpGjNR8B.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20604,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20604-dBMA1S5sNRxy.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
198,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx198-11hkVkT4h4Im.png,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
21333,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21333-nPB91LTCpnyG.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118166,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx118166-bIpq0Yg0xWld.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15431,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/15431.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
119771,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b119771-IoIRHw4W8LR8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
328,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx328-uHjU8mQh9O3X.png,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1968,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b1968-Bv8gQOAzXXzg.png,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
152802,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx152802-ENRcnqD5axhQ.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
99796,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b99796-rzZSKHBRIn6E.png,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20775,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20775-wIOM5UzXY8Ud.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1731-OQPp1N1OL9Lk.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110090,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx110090-g1mRz40rSSqh.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100486,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx100486-cktttsMQDvNp.jpg,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
208055,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx208055-MYa7If5ksFhp.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189602,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx189602-LVMPUosYYjAW.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
176875,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b176875-PFZQw5KxewqL.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5199,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5199.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16934,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx16934-tq1Ytb82cwwa.png,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21450,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx21450-D7XFwEQjZ5GA.jpg,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
138063,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx138063-FV6soIwTqask.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
21103,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21103-iVibYXQ4Z4UF.jpg,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207675,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx207675-h3TZK82jG5aD.png,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
168,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx168-kXxD2Cse752Y.png,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20954,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20954-sYRfE5jQRtSB.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
129201,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx129201-HJBauga2be8I.png,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
20581,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20581-9OwVneZO0yw3.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
126758,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b126758-qqLuelnmuMX2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4163,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4163.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
140439,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx140439-bPKmhe1wNxc9.jpg,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2871,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx2871-qCEIzRSNdiSd.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127796,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b127796-MFIT9AYqyt2Z.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
125208,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx125208-4IjXX7ybKYyk.jpg,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13837,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/13837.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
137613,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx137613-Wo4fsGKOjwiL.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154541,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx154541-Q7djLI2ttMp9.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18177,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/18177.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9213,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx9213-yLy1YJN97JaJ.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
100977,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx100977-nH1J2dR7GGAk.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97979,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx97979-H318A31npNCh.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8634,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/8634.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
184694,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx184694-EmVoCuV4uAGv.png,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
181178,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b181178-qNZTLbJPtphO.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168374,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx168374-WAEBeVAegRnw.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
104052,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx104052-vjxtx7LJiTgb.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
204650,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx204650-5qXlU69CHwKA.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21329,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx21329-P6qOpf3Khb6y.png,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21485,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21485-KR1sv4rYSe6V.jpg,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107727,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx107727-OZLbxfScJyYE.png,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
130,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx130-f0o2z5QN9qeO.png,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6958,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/6958.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7455,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7455.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10948,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/10948.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
174843,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b174843-gx6xrqcMi52E.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131565,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx131565-3W2YEX6V3K3i.jpg,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
126876,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx126876-fvXHUpMLFu1z.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188884,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx188884-pmEMLEcpTovv.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21854,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21854-M2GdOhNIcHWj.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112125,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx112125-iho4D7GD13at.jpg,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
148116,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx148116-t6E73U8SJhYD.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106862,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx106862-IFmkASZSrcGw.jpg,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
170599,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx170599-0aMEXpy9rak1.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5665,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5665.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162896,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx162896-hSMTVceb50GY.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
179212,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b179212-DaKIRlCFhPC5.png,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
390,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx390-rO6Vj8DyKcLb.png,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
21781,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21781-gn0dbfkH97ga.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120771,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx120771-n87AYzmR9zCc.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
119368,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b119368-5CqumGGHcvpK.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
143118,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b143118-1itiF7bFHRG3.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20787,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20787-wz46xebnt5yi.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
184642,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx184642-FaOTBESzL9gq.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158643,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b158643-6fEs8AjdwuDI.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
184998,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx184998-7jOJkEMNEg8a.png,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4910,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4910.jpg,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5082,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx5082-TPZqtEmnSqSx.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98209,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx98209-oRSQtJalTWgg.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107956,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx107956-bYR4EjoV6TFu.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
142274,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx142274-qPfkeKk4caKI.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162482,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx162482-koAmLbItdGvb.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7770,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7770.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
141528,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx141528-yxKqI9Yu0CZv.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7268,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7268.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1532,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1532.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20723,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20723-b079x2UcOZnZ.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102001,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx102001-oKC1q5MI4oxL.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3576,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx3576-hyh1S75HrFhJ.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16656,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/16656-nnSwBf9uiuZX.jpg,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
131642,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx131642-z3LvmloIXoKu.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12157,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/12157.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
