ID,ImageUrl,Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Hentai,Horror,Mahou Shoujo,Mecha,Music,Mystery,Psychological,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Thriller,SeriesGroup
97769,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx97769-q6mu5EiniVZe.png,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,series_20800
97856,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/97856-SMzHeOypYghg.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,series_20800
97858,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx97858-5WH7GGC5LFAz.png,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,series_20800
97859,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx97859-hEwXY8VgIe02.png,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,series_20800
97860,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx97860-UyQVEpqa2fRk.png,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,series_20800
100791,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx100791-FBirQqF1Szo3.png,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,series_20800
100981,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/100981-sGcdYlrWoUQh.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,series_20800
119042,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx119042-G7szZDTgtpyE.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_20800
122292,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx122292-8oLPI6hdBC0E.jpg,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,series_20800
12613,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/12613.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_12613
111319,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx111319-Nv03A87F1mq1.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_111319
112667,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx112667-GYFeAlZ38mXK.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,series_112667
139825,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx139825-rFlrzdRZmlYK.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,series_112667
98790,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx98790-rPMsJyOOfWJI.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,series_98790
185407,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx185407-7uzY4fA3hokP.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,series_185407
97912,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx97912-vVLvFBnBUjWO.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_97912
21049,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx21049-4AHSLeiDE9eg.png,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_21049
98635,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx98635-U7XClVuynqfY.png,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_21049
108939,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b108939-t99SwYtxtBuR.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_21049
154195,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx154195-N6OlozyNN3ZN.jpg,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,series_154195
100620,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx100620-VnjYL5B1kdTf.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,series_100620
110131,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx110131-byIGt5Ng6yvk.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_100620
128737,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx128737-CI5WQAM4LXv6.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,series_100620
98772,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx98772-grGdohO0LzG9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_98772
1628,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b1628-KeT91CSV2RCm.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,series_1628
4355,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4355.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_4355
20584,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b20584-ZWjzDGOMWQvh.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_20584
160701,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx160701-UuWLpshlhjVG.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_160701
19133,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/19133.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_19133
100,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx100-wr3vEOYOiAC1.png,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,series_100
128828,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx128828-Lhulr8Niitey.png,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_128828
143390,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b143390-AwWOuLYoZO3A.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,series_143390
183743,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx183743-PWnF3dcpsu9M.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_183743
101231,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx101231-8X1CanhPk9iw.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_101231
10511,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/10511.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_10511
126843,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b126843-fjQ1TRRuVJff.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_126843
128738,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b128738-nspWOEkrrMol.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_126843
128739,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b128739-p3DjiNHqEEoJ.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_126843
130439,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b130439-Gc3vhypdBiyG.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_126843
132804,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx132804-xyWGFlRyHYVe.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_126843
206517,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b206517-t9hDoGUhCRl0.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_206517
21665,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx21665-QnenQOaxzhpf.jpg,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,series_21665
102498,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx102498-bAKLbkH9ZBDu.jpg,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,series_21665
117096,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx117096-Ealg1PSeoeqh.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_117096
185541,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx185541-XaTttukXApVj.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_117096
2942,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx2942-vxdVXaBnXIza.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_2942
20528,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20528.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_2942
104722,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx104722-XVscwgdGzfnO.jpg,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,series_104722
2024,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2024.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_2024
107,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx107-w685twC2xgyr.jpg,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,series_107
108,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/108.jpg,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,series_107
107490,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx107490-OaUP9KSAJQt9.png,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,series_107490
113302,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx113302-R0e8WO9TVOXU.jpg,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,series_107490
123330,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx123330-AU2jllC75uSE.png,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,series_107490
145994,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx145994-UUhBCx21b8OP.png,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,series_107490
117280,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b117280-KhkjbibochSF.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_117280
149039,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b149039-0Igkmq92A5KT.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_117280
149040,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b149040-N6sO0XdX8m1v.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_117280
21594,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21594-b38zyWzWI82P.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,series_21594
1277,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1277.jpg,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1277
18137,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/18137.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_18137
130912,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b130912-1tfKVoxDgNrg.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_18137
98239,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx98239-TfA5HDdAciC6.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,series_98239
4021,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx4021-wDG34KiOIegl.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_4021
1639,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1639.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,series_1639
5391,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5391.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_1639
6546,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/6546.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_1639
4866,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4866.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_1639
139606,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx139606-LrYkytn7fVwt.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,series_139606
167140,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx167140-SKhnhhhAy9v9.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,series_139606
143455,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx143455-wZYX8234sKOe.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_143455
146866,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx146866-1SSsNPRDLsjZ.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_143455
151067,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx151067-twpZ7jUz9kVg.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_143455
172964,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx172964-yXtQvRV70bX0.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_143455
104029,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx104029-1Qn7Q89HE9KG.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,series_104029
12611,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx12611-Tu0K8qdSAYOf.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_12611
156896,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx156896-9z5lHlOFsxEB.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,series_156896
166523,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx166523-7ltx9Av8wr6p.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,series_156896
20596,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20596-fJdMHV8xRMgY.png,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_20596
20837,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20837-yK7SvUj1Tg7l.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_20596
20900,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx20900-r4sNKDY8LBGK.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_20596
13333,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx13333-yDRfFOMbrbf0.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,series_13333
20847,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20847-XunWWr7mWCGB.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,series_13333
158704,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx158704-sPOrTckSKzKO.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,series_158704
168999,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b168999-Ae8aWMINMtFb.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_158704
1554,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx1554-ZBGJvb9LoOAs.png,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,series_1554
3580,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3580.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_3580
4645,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4645.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_4645
111952,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx111952-9b5f1ojvmgcc.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_111952
4298,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4298.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_4298
175033,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx175033-KxSmns0zBqTZ.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_175033
170969,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx170969-wh6KfYRyOH6x.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_170969
2950,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx2950-CclgYXpqfbGh.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_2950
206863,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b206863-48tci6WAqMZ4.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_206863
202893,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx202893-z1PqTjt3fvEm.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_202893
186058,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx186058-knK1uJxYFkVy.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,series_186058
514,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx514-CSCx3ZyVnNV6.jpg,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,series_514
105859,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx105859-gWqD3r3HlWxB.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_105859
9875,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b9875-gw5Db9SNgeyz.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_9875
4722,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx4722-haxa25k1oSxU.png,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_4722
10595,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/10595.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_10595
21365,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx21365-FRalqWQn0lf9.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_21365
99734,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx99734-21qxfb3txkAN.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_21365
161,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx161-oa4X4lL0KUO4.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_161
9568,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/9568.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_161
21770,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx21770-GgEnnkspM7gW.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_161
101369,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx101369-qfBT5uYBMlcj.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_161
4127,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4127.jpg,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,series_4127
10256,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/10256.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_4127
12967,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx12967-mO3zrHfsSocQ.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,series_12967
15411,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/15411.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_12967
256,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx256-CMHbugPOGxF6.png,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,series_256
8675,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx8675-5H2QSLvXA7bH.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_8675
10119,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/10119.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_8675
20448,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20448-nJph1HFaaL2u.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_8675
20826,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20826.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_8675
