ID,Title,ImageUrl,Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Hentai,Horror,Mahou Shoujo,Mecha,Music,Mystery,Psychological,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Thriller,SeriesGroup
393,エスカフローネ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx393-KAkauYiiSWGa.jpg,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,series_393
396,星界の戦旗,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx396-Lgdv4FWS5c1J.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,series_396
405,BLOOD THE LAST VAMPIRE,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/405-umT1upaBF6VG.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,series_150
459,ONE PIECE (Movie),https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx459-Ivw65mUXackh.png,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_459
481,遊☆戯☆王　デュエルモンスターズ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx481-Qpqy1TQBOxZO.png,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_481
508,とっとこハム太郎,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b508-jRcJzN1xbakv.png,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_508
543,バンパイアハンターD,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx543-MAeWIDl4TwuG.png,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,series_543
553,闇の末裔,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx553-wVV3ieHk3D9G.jpg,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,series_553
557,鋼鉄天使くるみ DVDシングル エピソード,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/557.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,series_557
561,サクラ大戦,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx561-ke7B6XcWEI3Y.png,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,series_561
570,人狼 JIN-ROH,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx570-xyP4IO7i3ua2.jpg,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,series_570
581,炎のらびりんす,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx581-SzbcPGTZdRNf.jpg,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_581
598,人造人間キカイダーTHE ANIMATION,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx598-ERH3plDUNQD2.png,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_598
606,風まかせ月影蘭,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx606-mlF89GEEGHBX.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_606
660,伝心 まもって守護月天！,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/660.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_660
665,ジョジョの奇妙な冒険 (2000),https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx665-216kNqSxrQhN.jpg,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,series_665
676,Refrain Blue,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/676.jpg,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_676
725,ファーストKiss★物語 〜Kissからはじまる物語〜,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/725.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_725
757,風を見た少年,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx757-fDXnjPXDc4sv.jpg,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_757
783,マイアミ☆ガンズ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx783-EJN9ccuETmJL.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_783
800,ニア アンダーセブン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx800-PGdmzmdcVECB.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,series_800
822,頭文字〈イニシャル〉D EXTRA STAGE,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx822-JgdEklwoIOxm.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_18
832,銀装騎攻オーディアン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/832.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_832
888,女神候補生,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx888-TJnm7jOD06P1.png,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_887
938,真ゲッターロボ対ネオゲッターロボ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx938-VZBqo0JtsljD.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_938
963,ラブひな 素子のセンタク、恋か剣... 泣くな,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx963-SYYLzJFKc3Hb.jpg,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_189
1047,On Your Mark CHAGE & ASKA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1047-iA6ZiXDPb23C.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_1047
1078,ケロちゃんにおまかせ！,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1078-c24UkFy6f2Xe.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1078
1094,ONE PIECE TVスペシャル 海のヘソの大冒険篇,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1094-H3YFJ1TR0ZZi.jpg,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1094
1118,劇場版ポケットモンスター 結晶塔の帝王 ENTEI,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx1118-90hGoWgDV1k4.jpg,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1118
1124,星界の断章 “誕生”,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1124-DsQjaomdYJxj.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,series_1124
1137,マシュランボー,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1137-1oNoAXDBUL0D.png,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,series_1137
1159,"ジオブリーダーズ2 魍魎遊撃隊 File-XX ""乱戦突破""",https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1159.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,series_1159
1277,Ys (イース) 天空の神殿 アドル=クリスティンの冒険,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1277.jpg,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1277
1281,学校の怪談,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1281-1D6fuMnHwor0.png,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,series_1281
1313,デジモンアドベンチャー０２,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx1313-oCvzzU6fiCZB.png,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,series_1313
1363,名探偵コナン　瞳の中の暗殺者,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1363-KeaIofC3kYaZ.png,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,series_1363
1369,名探偵コナン: Conan VS KID VS YAIBA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1369.jpg,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,series_1369
1381,星界の紋章 総集編,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1381.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,series_1381
1382,勇者王ガオガイガーFINAL,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1382-MRfbe0Tuegcr.jpg,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_1382
1422,ルパン三世 1$マネーウォーズ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1422-Ldijm12lRci5.png,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1422
1450,ブリガドーン まりんとメラン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1450-YmqNYnB6MGRq.jpg,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_1450
1495,メーテルレジェンド,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx1495-U1Ma5BBIQ3Qz.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_1377
1508,サイファイハリー,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1508-SDXzbWv7uORF.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,series_1508
1512,コートの中の天使達,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1512.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,series_1512
1529,創世聖紀デヴァダシー,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1529-ZqzaAalRBFnH.jpg,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,series_1529
1558,ヤーリマクィーン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1558-Kpa1P6MSfbLI.png,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,series_1558
1593,あずまんがWEB大王,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b1593-kdLhXm1kPTDt.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_66
1658,からくりの君,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b1658-mfRME8ACAPM7.jpg,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,series_1658
1684,ドッとKONIちゃん,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b1684-U4NqR6YpQlN9.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1684
1754,デ・ジ・キャラット サマースペシャル2000,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b1754-QxzwUggswA5U.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1754
1757,デ・ジ・キャラット クリスマススペシャル,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b1757-jw9tSC1pRvdO.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1757
1769,OH! スーパーミルクチャン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1769-MGY3oe7BBpD0.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_1769
1791,哀・奴隷 （あい・どーる）,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1791.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_1791
1910,MASTERキートン (OVA),https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b1910-xd6efTNc4TW9.png,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,series_1910
1958,Wish,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n1958-0B2qyZ3CRc68.png,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,series_1958
1975,無敵王トライゼノン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1975.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_1975
1998,Amazing Nuts!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx1998-qVgRlpRpWMLW.jpg,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,series_1998
2274,CLAMP in Wonderland,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx2274-8CyyKyyKQeJL.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_2274
2284,トランスフォーマー・カーロボット,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2284.jpg,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_2284
2327,脅迫～終わらない明日～,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2327.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_2327
2356,AMON デビルマン黙示録,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx2356-yBQyOB52uhQb.jpg,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,series_2356
2365,GRANDEEK-外伝-,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b2365-0eQKnzw55pWN.png,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_2365
2373,夢現の境界,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2373.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,series_2373
2375,臭作 ～Replay～,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2375.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_2375
2397,デジモンアドベンチャー ぼくらのウォーゲーム!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx2397-jFhwpduFwf3r.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,series_1313
2441,恋姫,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2441.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,series_2441
2484,GEAR戦士 電童,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx2484-cKkTQRNpoAXx.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,series_2484
2526,KIRARA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2526.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,series_2526
2530,G-taste,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2530.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_2530
2536,アンジェリーク　～白い翼のメモワール～,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b2536-7IyR0TqTAzdR.png,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,series_1578
2538,With You ~みつめていたい~,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2538.jpg,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,series_2538
2540,となりのお姉さん,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2540.jpg,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_2540
2566,うちゅう人田中太郎,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2566.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_2566
2617,ギブリーズ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b2617-bvoeo1GXXG23.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_2617
2633,ザ☆ドラえもんズ ドキドキ機関車大爆走！,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2633-ls5ZqQRw5O5i.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_2633
2649,ドラえもん おばあちゃんの思い出,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2649.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_2392
2694,陽だまりの樹,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx2694-dwv7yXbOb8n2.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_2694
2721,霊能探偵ミコ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n2721-qEFxeaXxreN9.jpg,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_2721
2729,X² ダブルエックス,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx2729-FMkSXM0aaPQE.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_2729
2894,緊縛の館 ～略奪～,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2894.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_2894
2947,おジャ魔女どれみ♯ (映画),https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx2947-XbN3W5mNoq5z.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,series_351
2953,みんなのうた「笑顔」,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b2953-RjSbLWw4LMzN.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_2953
2962,デジモンアドベンチャー０２ 前篇 デジモンハリケーン上陸！！ 後篇 超絶進化！！黄金のデジメンタル,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2962-gBazcLQNnDlR.png,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,series_1313
3015,銀河英雄伝説外伝　黄金の翼,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx3015-Li4YSbOvOiFP.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_3015
3039,キャンパス,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3039.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_3039
3254,ラヴ ウェーブ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3254.jpg,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,series_3254
3301,Septem Charm まじかるカナン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3301.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,series_349
3369,勝負師伝説哲也,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx3369-N4fANXl5ehw3.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_3369
3370,ナチュラル Another,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3370.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,series_3370
3393,堕楽,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3393.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_3393
3427,鬼点睛,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b3427-b92Orvj0pk4q.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,series_3427
3454,こわれもの,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b3454-jh7sfbzHQyw0.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_3454
3463,Ａ・ＬＩ・ＣＥ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b3463-8r8IutdGFKMk.jpg,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_3463
3499,だいのぞーずざしりーず,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx3499-HWyRVB2EFYXj.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_3499
3507,サバイバル,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b3507-7Y2b96TWJcwx.png,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,series_3507
3525,EXTRA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx3525-J1lrUUfjSRp8.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,series_3525
3567,恋図〜ふたりの距離〜,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3567.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_3567
3583,エンドレス セレナーデ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3583.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_3583
3642,シャイナ・ダルク ～黒き月の王と蒼碧の月の姫君～,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3642.jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_3642
3665,銀河英雄伝説外伝 螺旋迷宮,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n3665-cX3SS5lcumOZ.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_3015
3817,スペーストラベラーズ The Animation,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3817.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_3817
3820,space station No.9,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3820.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_3820
3912,回春,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3912.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_3912
3935,機巧奇傳 ヒヲウ戦記,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx3935-SVAnvZL9qlW7.jpg,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,series_3935
3951,姉妹いじり,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3951.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_3951
4012,ファーストスクワッド,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4012.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_4012
